INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
G983421091827,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA.",45.428526149,-73.489746979
G983421091827,"2345 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.428913705,-73.649758754
G983421091827,"Assessing damage, unable to reach location, transformer issue, line down, pole down, pri1, can't access, bad transformer, tree down, limb down, no bucket truck, span pole down blocking road, phase up, asset not found in GIS.",45.43114142,-73.895063491
G983421091835,"Need to assess damage, can't access, and locate issue with pole down on pri1, blocking road, and a bad transformer.",45.434088516,-73.815299761
G983421091846,"opened sw# 2511 unable to reach location, assessing damage, found bad transformer, pole down blocking road",45.438728496,-73.644724857
G983421091846,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer, span pole down blocking road.",45.441348965,-73.593366636
G98342109185,"OPEN PLF AT 3409541656. Unable to Reach Location, assessing damage, found bad transformer, pole down, pri1, can't access.",45.445157871,-73.770104293
G983421091857,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, ENTRY PROBLEM DUE TO NO BUCKET TRUCK AVAILABLE, LINE ISSUES CAUSED BY TRANSFORMER FAILURE, POWER DISRUPTION ISSUES BEING ADDRESSED.",45.445962629,-73.652968624
G9834210918X,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access, phase up.",45.446345334,-73.743696308
G9834210918X,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, span pole down blocking road, asset not found in GIS.",45.448276033,-73.764074272
G983421095628,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, CAN'T ACCESS, TREE DOWN BLOCKING ROAD, SPAN POLE DOWN, PHASE UP - INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.453267702,-73.710363123
G983421095628,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.459929956,-73.792787273
G983421095628,"LINE ISSUES/ Transformer malfunction, assessing damage, unable to reach location, pole down, can't access, found issue with pri1, span pole down blocking road, bad transformer.",45.460424256,-73.681136389
G983421095817,"PLF/n: Crews are assessing damage and attempting to locate issue, but unable to access location due to a pole down blocking road, with a bad transformer found, and a span pole down, currently unable to reach location to make repairs.",45.461755455,-73.691777523
G983421095823,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.462418014,-73.888834477
G983421095823,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.462977453,-73.86730135
G983421097219,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.463478914,-73.743443985
G983421097219,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access, bad transformer.",45.464594477,-73.847539563
G983421097219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.466434451,-73.492737147
G983421097219,"1234 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK, TREE DOWN, LIMB DOWN, ASSET NOT FOUND IN GIS.",45.469460134,-73.646439617
G983421097219,"Assessing damage, unable to reach location, transformer issue, line down, pole down blocking road.",45.469595299,-73.64643191
G983421097382,"Transformer issue on pri1, assessing damage, unable to reach location due to a limb down blocking road, can't access, found bad transformer on span pole down.",45.472071616,-73.536825492
G983421097382,"plf unable to reach location, assessing damage, found bad transformer, pole down blocking road",45.473205334,-73.807776566
G983421097382,"Line down at grid 21983 65421, unable to reach location due to pole down blocking road, assessing damage to transformer, can't access to locate issue, found bad transformer, need pri1 response.",45.474226849,-73.865859916
G983421097382,"Assessing damage, unable to reach location due to tree down, limb down blocking road, found bad transformer on pole, line down, span pole down, can't access, Asset not found in GIS.",45.474746838,-73.533453198
G983421097382,"2023 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.479007462,-73.774084856
G983421097382,"1920 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.481944148,-73.539807603
G983421097532,"Line down, assessing damage, pole down, unable to reach location, bad transformer",45.486167428,-73.912555274
G983421097532,"Open PLF on Oak Street, assessing damage, unable to reach location, transformer issue, pole down, pri1, line down blocking road, no bucket truck available.",45.48890747,-73.805564842
G983421097532,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.491125414,-73.848309257
G983421097654,"ocr 43705 -INCIDENT AUTO-GENERATED FROM ADMS, Crew assessing damage, found bad transformer, unable to reach location due to tree down, limb down blocking road, span pole down, line down, can't access, Asset not found in GIS, pri1, phase up, no bucket truck available.",45.492202354,-73.539301131
G983421097812,"opened tp sw# 12345, tree down on pri1, line down, unable to reach location, assessing damage, bad transformer, can't access, need crew to locate issue and clear road",45.492254876,-73.897316507
G983421097812,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, unable to reach location",45.49537045,-73.675916502
G983421097812,"OPENED OH TX. TREE DOWN, LIMB DOWN, TRANSFORMER, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, LINE DOWN, POLE DOWN, PHASE UP, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD",45.499106594,-73.678007812
G983421097813,"Assessing damage, unable to reach location due to a pole down, blocking road, and a bad transformer, also a span pole down, can't access, and a limb down nearby, need to locate issue and check if it's a pri1, also checking if asset is found in GIS.",45.503062736,-73.852718371
G983421097814,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF 3-PHASE OUTAGE, NO BUCKET TRUCK AVAILABLE TO REACH AFFECTED AREA.",45.504877261,-73.499130895
G983421097814,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.5071179,-73.886225519
G983421097821,"Line crew assessing damage, unable to reach location due to pole down, found bad transformer, span pole down blocking road, phase up.",45.508588961,-73.543857641
G983421097821,"per c123, svc disrupted due to tree down, limb down on pri1, line down, pole down, unable to reach location, assessing damage, found bad transformer, span pole down blocking road, can't access, asset not found in GIS.",45.508944021,-73.810506047
G983421097821,"From grid 1234567890, assessing damage, unable to reach location, found bad transformer, line down, pole down, phase up, can't access, limb down blocking road, no bucket truck available.",45.510989492,-73.64674093
G983421097821,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.512480076,-73.500021771
G983421097821,"Assessing damage, found bad transformer, line down, pole down, unable to reach location due to span pole down blocking road, can't access, no bucket truck available.",45.515048892,-73.686524886
G983421097821,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, asset not found in GIS.",45.519126813,-73.591332644
G983421097825,"SD CREATED 

TPSW 18000  -INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.519197643,-73.77746999
G983421097825,"1 plf down, assessing damage, unable to reach location, transformer",45.520758315,-73.752773484
G983421097825,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up on pri1.",45.521100384,-73.72410977
G983421097826,"TREE DOWN, LIMB DOWN, BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN",45.524376903,-73.731069981
G983421097852,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.524507307,-73.871463615
G983421097852,"plf assessing damage, unable to reach location, transformer, pole down, can't access",45.528295986,-73.664569342
G983421097852,"""Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, phase up, limb down""",45.528767232,-73.742658799
G983421097852,"OPEN PLF AT 3409541460. ASSESSING DAMAGE, CAN'T ACCESS, TREE DOWN, POLE DOWN, PHASE UP, BAD TRANSFORMER.",45.536399354,-73.804244395
G983421097852,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.536574526,-73.51847794
G983421097852,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down on line.",45.536920961,-73.714976204
G983421097852,"Transformer down @ 2345678901 SOUTH, assessing damage, unable to reach location, pole down blocking road, line down",45.538528283,-73.577015521
G983421097852,"INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM, NO BUCKET TRUCK AVAILABLE, TREE DOWN, LIMB DOWN, ASSET NOT FOUND IN GIS.",45.543051444,-73.574244628
G983421097852,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.543955546,-73.680336276
G983421097852,"Transformer issue at 345678901, assessing damage, unable to reach location, pole down blocking road, phase up.",45.544073644,-73.58585251
G983421097852,"Line down, pole down, assessing damage, unable to reach location, bad transformer, can't access, transformer",45.545414749,-73.491757693
G983421097852,"#7 assessing damage, unable to reach location, transformer issue, pole down, line down, phase up, can't access, bad transformer, tree down blocking road",45.548008113,-73.802320305
G983421097852,"INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST. /n Unable to Reach Location, assessing damage, found bad transformer, line down, pole down, can't access, Asset not found in GIS.",45.548598999,-73.702588746
G983421097852,"Found bad transformer on pri1, unable to reach location due to tree down, assessing damage, pole down blocking road.",45.549156632,-73.561845138
G983421097852,"2301 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.553658105,-73.655885435
G983421097852,LINE DOWN - UNABLE TO REACH LOCATION - ASSESSING DAMAGE - FOUND BAD TRANSFORMER - NEED BUCKET TRUCK TO ACCESS - SPAN POLE DOWN BLOCKING ROAD - PHASE UP REQUIRED - CAN'T ACCESS DUE TO ASSET NOT FOUND IN GIS,45.556041091,-73.576925079
G983421097852,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR REPAIRS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK AVAILABLE.",45.558358878,-73.623739243
G983421098219,"1234 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.562873993,-73.587180217
G983421098219,"open ts 84656 pole down, assessing damage, unable to reach location, bad transformer, phase up, can't access",45.563589169,-73.692988516
G983421098219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.570248572,-73.518154223
G983421098219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.572829947,-73.532962749
G983421098235,"pri1, assessing damage, unable to reach location, pole down blocking road, bad transformer",45.573154568,-73.562140795
G983421098256,"LINE ISSUE. 1 SPAN SINGLE #1 PHASE UP, POLE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER.",45.577461878,-73.769585872
